N° de la ligne,N° de station,Nom de station
33B RETOUR,9,ECOLE ZOUHOUR4-RETOUR
33B RETOUR,10,MIZANETTA-RETOUR
33B RETOUR,11,OFFICE DE L'HUILE-RETOUR
33B RETOUR,12,KHAROUBA-RETOUR
33B RETOUR,13,CENTRE DE FORMATION ZOUHOUR-RETOUR
33B RETOUR,14,SOUK MELLASSINE-RETOUR
33B RETOUR,15,STADE MELLASSINE-RETOUR
33B RETOUR,16,RABTA
33B RETOUR,17,CHARLE NICOLE-RETOUR
33B RETOUR,18,BAB ABDESLEM-RETOUR
33B RETOUR,19,MOSQUÉE ELBORJ
33B RETOUR,20,AVENUE MADRID
33B RETOUR,21,JARDIN THAMEUR
33C,1,JARDIN THAMEUR
33C,2,MECHTEL
33C,3,BAB ABDESLEM-ALLER
33C,4,CHARLE NICOLE-ALLER
33C,5,DARGHOUTH BACHA ALLER
33C,6,STADE MELLASSINE-ALLER
33C,7,SOUK MELLASSINE-ALLER
33C,8,CENTRE DE FORMATION ZOUHOUR-ALLER
33C,9,KHAROUBA-ALLER
33C,10,OFFICE DE L'HUILE-ALLER
33C,11,MIZANETTA-ALLER
33C,12,ECOLE ZOUHOUR4-ALLER
33C,13,IMMEUBLES HRAIRIA-ALLER
33C,14,CITE ESSALAMA
33C,15,BEN DAHA-ALLER
33C,16,SIDI HSIN SECTION-ALLER
33C,17,SIDI HSIN-ALLER
33C,18,USINE DE TOMATES-ALLER
33C,19,CROISEMENT 20 MARS
33C,20,LYCEE MIXTE SIDI HSIN
33C,21,CITE 25 JUILLET
33C,22,TERMINUS 25 JUILLET
33C RETOUR,1,TERMINUS 25 JUILLET
33C RETOUR,2,25 JUILLET-RETOUR
33C RETOUR,3,SALLE FERDAOUES-RETOUR
33C RETOUR,4,CHAKIRA
33C RETOUR,5,COFAT
33C RETOUR,6,USINE DE TOMATES-RETOUR
33C RETOUR,7,SIDI HSIN-RETOUR
33C RETOUR,8,SIDI HSIN SECTION-RETOUR
33C RETOUR,9,BEN DAHA-RETOUR
33C RETOUR,10,DEPOT SNT SIJOUMI
33C RETOUR,11,IMMEUBLES HRAIRIA-RETOUR
33C RETOUR,12,ECOLE ZOUHOUR4-RETOUR
33C RETOUR,13,MIZANETTA-RETOUR
33C RETOUR,14,OFFICE DE L'HUILE-RETOUR
33C RETOUR,15,KHAROUBA-RETOUR
33C RETOUR,16,CENTRE DE FORMATION ZOUHOUR-RETOUR
33C RETOUR,17,SOUK MELLASSINE-RETOUR
33C RETOUR,18,STADE MELLASSINE-RETOUR
33C RETOUR,19,RABTA
33C RETOUR,20,CHARLE NICOLE-RETOUR
33C RETOUR,21,BAB ABDESLEM-RETOUR
33C RETOUR,22,MOSQUÉE ELBORJ
33C RETOUR,23,AVENUE MADRID
33C RETOUR,24,JARDIN THAMEUR
34,1,JARDIN THAMEUR
34,2,MECHTEL
34,3,BAB ABDESLEM-ALLER
34,4,CHARLE NICOLE-ALLER
34,5,DARGHOUTH BACHA ALLER
34,6,STADE MELLASSINE-ALLER
34,7,SOUK MELLASSINE-ALLER
34,8,CENTRE DE FORMATION ZOUHOUR-ALLER
34,9,KHAROUBA-ALLER
34,10,OFFICE DE L'HUILE-ALLER
34,11,MIZANETTA-ALLER
34,12,ECOLE ZOUHOUR4-ALLER
34,13,IMMEUBLES HRAIRIA-ALLER
34,14,CITE ESSALAMA
34,15,BEN DAHA-ALLER
34,16,SIDI HSIN SECTION-ALLER
34,17,ROND-POINT SIDI HSIN-ALLER
34,18,POSTE POLICE ATTAR-ALLER
34,19,SALLE NILE-ALLER
34,20,LYCEE EMTIEZ-ALLER
34,21,CITE BERHOUMA-ALLER
34,22,BOUNAOUIRA-ALLER
34,23,ENTREE ATTAR-ALLER
34,24,CROISEMENT BIRINE/ATTAR L34-ALLER
34,25,FIRMAT AICHA LOUERDANIA-ALLER
34,26,GHDHAOUNIA-ALLER
34,27,GHDHAOUNIA MOSQUE-ALLER
34,28,KIOSQUE-ALLER
34,29,USINE DE BALLES-ALLER
34,30,GHOUL KAMMOUN-ALLER
34,31,EL ALIA-ALLER
34,32,CROISEMENT ZAGHOUAN/FAJJA-ALLER
34,33,AIN ASKAR-ALLER
34,34,CROISEMENT AIN ASKAR-ALLER
34,35,FRACHICH-ALLER
34,36,EL MNAGAA-ALLER
34,37,FIRMA L34-ALLER
34,38,EPICIER LAGRAA
34 RETOUR,1,EPICIER LAGRAA
34 RETOUR,2,FIRMA L34-RETOUR
34 RETOUR,3,EL MNAGAA-RETOUR
34 RETOUR,4,FRACHICH-RETOUR
34 RETOUR,5,CROISEMENT AIN ASKAR-RETOUR
34 RETOUR,6,AIN ASKAR-RETOUR
34 RETOUR,7,CROISEMENT ZAGHOUAN/FAJJA-RETOUR
34 RETOUR,8,EL ALIA-RETOUR
34 RETOUR,9,GHOUL KAMMOUN-RETOUR
34 RETOUR,10,USINE DE BALLES-RETOUR
34 RETOUR,11,KIOSQUE-RETOUR
34 RETOUR,12,GHDHAOUNIA MOSQUE-RETOUR
34 RETOUR,13,GHDHAOUNIA-RETOUR
34 RETOUR,14,FIRMAT AICHA LOUERDANIA-RETOUR
34 RETOUR,15,CROISEMENT BIRINE/ATTAR L34-RETOUR
34 RETOUR,16,ENTREE ATTAR-RETOUR
34 RETOUR,17,BOUNAOUIRA-RETOUR
34 RETOUR,18,CITE BERHOUMA-RETOUR
34 RETOUR,19,LYCEE EMTIEZ-RETOUR
34 RETOUR,20,SALLE NILE-RETOUR
34 RETOUR,21,POSTE POLICE ATTAR-RETOUR
34 RETOUR,22,ROND-POINT SIDI HSIN-RETOUR
34 RETOUR,23,SIDI HSIN SECTION-RETOUR
34 RETOUR,24,BEN DAHA-RETOUR
34 RETOUR,25,DEPOT SNT SIJOUMI
34 RETOUR,26,IMMEUBLES HRAIRIA-RETOUR
34 RETOUR,27,ECOLE ZOUHOUR4-RETOUR
34 RETOUR,28,MIZANETTA-RETOUR
34 RETOUR,29,OFFICE DE L'HUILE-RETOUR
34 RETOUR,30,KHAROUBA-RETOUR
34 RETOUR,31,CENTRE DE FORMATION ZOUHOUR-RETOUR
34 RETOUR,32,SOUK MELLASSINE-RETOUR
34 RETOUR,33,STADE MELLASSINE-RETOUR
34 RETOUR,34,RABTA
34 RETOUR,35,CHARLE NICOLE-RETOUR
34 RETOUR,36,BAB ABDESLEM-RETOUR
34 RETOUR,37,MOSQUÉE ELBORJ
34 RETOUR,38,AVENUE MADRID
34 RETOUR,39,JARDIN THAMEUR
34A,1,JARDIN THAMEUR
34A,2,MECHTEL
34A,3,BAB ABDESLEM-ALLER
34A,4,CHARLE NICOLE-ALLER
34A,5,DARGHOUTH BACHA ALLER
34A,6,STADE MELLASSINE-ALLER
34A,7,SOUK MELLASSINE-ALLER
34A,8,CENTRE DE FORMATION ZOUHOUR-ALLER
34A,9,KHAROUBA-ALLER
34A,10,OFFICE DE L'HUILE-ALLER
34A,11,MIZANETTA-ALLER
34A,12,ECOLE ZOUHOUR4-ALLER
34A,13,IMMEUBLES HRAIRIA-ALLER
34A,14,CITE ESSALAMA
34A,15,BEN DAHA-ALLER
34A,16,SIDI HSIN SECTION-ALLER
34A,17,ROND-POINT SIDI HSIN-ALLER
34A,18,POSTE POLICE ATTAR-ALLER
34A,19,SALLE NILE-ALLER
34A,20,LYCEE EMTIEZ-ALLER
34A,21,CITE BERHOUMA-ALLER
34A,22,BOUNAOUIRA-ALLER
34A,23,ENTREE ATTAR-ALLER
34A,24,ATTAR-ALLER
34A,25,ECOLE ATTAR-ALLER
34A,26,CROISEMENT MORNAGIAA-ALLER
34A,27,ROUTE MORNAGIAA-ALLER
34A,28,BOURAGBA-ALLER
34A,29,MOSQUÉE BOURAGBA-ALLER
34A,30,LE MOULIN L34A-ALLER
34A,31,CITE GHALLAMA-ALLER
34A,32,LYCEE MORNAGIAA-ALLER
34A,33,MORNAGIAA-ALLER
34A,34,20 MARS-ALLER
34A,35,LYCEE 20 MARS-ALLER
34A,36,FIRMA-ALLER
34A,37,GUITOUNI-ALLER
34A,38,CROISEMENT SIDI ALI HATTAB-ALLER
34A,39,PRISON CIVILE MORNAGIAA
34A RETOUR,1,PRISON CIVILE MORNAGIAA
34A RETOUR,2,CROISEMENT SIDI ALI HATTAB-RETOUR
34A RETOUR,3,GUITOUNI-RETOUR
34A RETOUR,4,FIRMA-RETOUR
34A RETOUR,5,LYCEE 20 MARS-RETOUR
34A RETOUR,6,20 MARS-RETOUR
34A RETOUR,7,MORNAGIAA-RETOUR
34A RETOUR,8,LYCEE MORNAGIAA-RETOUR
34A RETOUR,9,CITE GHALLAMA-RETOUR
34A RETOUR,10,LE MOULIN L34A-RETOUR
34A RETOUR,11,MOSQUÉE BOURAGBA-RETOUR
34A RETOUR,12,BOURAGBA-RETOUR
34A RETOUR,13,ROUTE MORNAGIAA-RETOUR
34A RETOUR,14,CROISEMENT MORNAGIAA-RETOUR
34A RETOUR,15,ECOLE ATTAR-RETOUR
34A RETOUR,16,ATTAR-RETOUR
34A RETOUR,17,ENTREE ATTAR-RETOUR
34A RETOUR,18,BOUNAOUIRA-RETOUR
34A RETOUR,19,CITE BERHOUMA-RETOUR
34A RETOUR,20,LYCEE EMTIEZ-RETOUR
34A RETOUR,21,SALLE NILE-RETOUR
34A RETOUR,22,POSTE POLICE ATTAR-RETOUR
34A RETOUR,23,ROND-POINT SIDI HSIN-RETOUR
34A RETOUR,24,SIDI HSIN SECTION-RETOUR
34A RETOUR,25,BEN DAHA-RETOUR
34A RETOUR,26,DEPOT SNT SIJOUMI
34A RETOUR,27,IMMEUBLES HRAIRIA-RETOUR
34A RETOUR,28,ECOLE ZOUHOUR4-RETOUR
34A RETOUR,29,MIZANETTA-RETOUR
34A RETOUR,30,OFFICE DE L'HUILE-RETOUR
34A RETOUR,31,KHAROUBA-RETOUR
34A RETOUR,32,CENTRE DE FORMATION ZOUHOUR-RETOUR
34A RETOUR,33,SOUK MELLASSINE-RETOUR
34A RETOUR,34,STADE MELLASSINE-RETOUR
34A RETOUR,35,RABTA
34A RETOUR,36,CHARLE NICOLE-RETOUR
34A RETOUR,37,BAB ABDESLEM-RETOUR
34A RETOUR,38,MOSQUÉE ELBORJ
34A RETOUR,39,AVENUE MADRID
34A RETOUR,40,JARDIN THAMEUR
61,1,RABATTEMENT SLIMEN KAHIA
61,2,ABDELMOULA-ALLER
61,3,PÉPINIÉRE-ALLER
61,4,GARDE NATIONAL AGBA-ALLER
61,5,AGBA SUPERIEUR-ALLER
61,6,CANAL AGBA-ALLER
61,7,BEN MAHMOUD-ALLER
61,8,CITE ELWAHA-ALLER
61,9,SONEDE AGBA-ALLER
61,10,GHDIR ELGOLLAH-ALLER
61,11,CITE JABRI-ALLER
61,12,CROISEMENT BEN YEDDER-ALLER
61,13,BIR DROUJ-ALLER
61,14,HUILERIE LOUKIL-ALLER
61,15,LYCEE CHEBI-ALLER
61,16,MOSQUÉE MORNAGIAA-ALLER
61,17,MORNAGIAA-ALLER
61,18,20 MARS-ALLER
61,19,LYCEE 20 MARS-ALLER
61,20,FIRMA-ALLER
61,21,GUITOUNI-ALLER
61,22,CROISEMENT SIDI ALI HATTAB-ALLER
61,23,PRISON CIVILE MORNAGIAA
61 RETOUR,1,PRISON CIVILE MORNAGIAA
61 RETOUR,2,CROISEMENT SIDI ALI HATTAB-RETOUR
61 RETOUR,3,GUITOUNI-RETOUR
61 RETOUR,4,FIRMA-RETOUR
61 RETOUR,5,LYCEE 20 MARS-RETOUR
61 RETOUR,6,20 MARS-RETOUR
61 RETOUR,7,MORNAGIAA-RETOUR
61 RETOUR,8,MOSQUÉE MORNAGIAA-RETOUR
61 RETOUR,9,LYCEE CHEBI-RETOUR
61 RETOUR,10,HUILERIE LOUKIL-RETOUR
61 RETOUR,11,BIR DROUJ-RETOUR
61 RETOUR,12,CROISEMENT BEN YEDDER-RETOUR
61 RETOUR,13,CITE JABRI-RETOUR
61 RETOUR,14,GHDIR ELGOLLAH-RETOUR
61 RETOUR,15,SONEDE AGBA-RETOUR
61 RETOUR,16,CITE ELWAHA-RETOUR
61 RETOUR,17,BEN MAHMOUD-RETOUR
61 RETOUR,18,CANAL AGBA-RETOUR
61 RETOUR,19,AGBA SUPERIEUR-RETOUR
61 RETOUR,20,GARDE NATIONAL AGBA-RETOUR
61 RETOUR,21,PÉPINIÉRE-RETOUR
61 RETOUR,22,ABDELMOULA-RETOUR
61 RETOUR,23,OUED GUERIANA L23
61 RETOUR,24,RABATTEMENT SLIMEN KAHIA
71,1,BAB ALIOUA
71,2,SIDI BECHIR-ALLER
71,3,BAB JDID-ALLER
71,4,BAB MNARA-ALLER
71,5,KASBAH
71,6,TELECOM
71,7,CHARLE NICOLE-RETOUR
71,8,IMMEUBLE CHEFIA
71,9,BOUCHOUCHA-ALLER
71,10,20 MARS ALLER
71,11,BARDO-ALLER
71,12,MUNICIPALITE BARDO
71,13,LYCEE SAOUEB-ALLER
71,14,LYCEE KHAZNADAR
71,15,KHAZNADAR-ALLER
71,16,L'ARTISANAT-ALLER
71,17,DENDEN-ALLER
71,18,OUED GUERIANA L71-ALLER
71,19,CITE EL ANTIT-ALLER
71,20,ZAHROUNI-ALLER
71,21,MOSQUÉE ZAHROUNI-ALLER
71,22,LYCEE ZAHROUNI
71,23,BEN DAHA-32C
71,24,CAFE ZIED
71,25,JAYARA-ALLER
71,26,DEPOT ZAHROUNI ALLER
71,27,TERMINUS 32C-71-515
71 RETOUR,1,TERMINUS 32C-71-515
71 RETOUR,2,JAYARA-RETOUR
71 RETOUR,3,TRIBUNAL DE TUNIS 2
71 RETOUR,4,SONOBOIS
71 RETOUR,5,STEG ZAHROUNI
71 RETOUR,6,MOSQUE ZAHROUNI-RETOUR
71 RETOUR,7,ZAHROUNI-RETOUR
71 RETOUR,8,CITE EL ANTIT-RETOUR
71 RETOUR,9,OUED GUERIANA L71-RETOUR
71 RETOUR,10,DENDEN-RETOUR
71 RETOUR,11,L'ARTISANAT-RETOUR
71 RETOUR,12,KHAZNADAR-RETOUR
71 RETOUR,13,SAIDIA
71 RETOUR,14,LYCEE SAOUEB-RETOUR
71 RETOUR,15,BARDO-RETOUR
71 RETOUR,16,20 MARS RETOUR
71 RETOUR,17,BOUCHOUCHA-RETOUR
71 RETOUR,18,BAB SADOUN
71 RETOUR,19,HOPITAL DES ENFANTS
71 RETOUR,20,CHARLE NICOLE-ALLER
71 RETOUR,21,BAB MNARA-RETOUR
71 RETOUR,22,BAB JDID-RETOUR
71 RETOUR,23,MOSQUÉE SIDI BECHIR
71 RETOUR,24,SIDI BECHIR-RETOUR
71 RETOUR,25,MONCEF BEY RETOUR
71 RETOUR,26,BAB ALIOUA
87,1,JARDIN THAMEUR
87,2,MECHTEL
87,3,BAB ABDESLEM-ALLER
87,4,IMMEUBLE CHEFIA
87,5,BOUCHOUCHA-ALLER
87,6,20 MARS ALLER
87,7,BARDO-ALLER
87,8,MUNICIPALITE BARDO
87,9,LYCEE SAOUEB-ALLER
87,10,LYCEE KHAZNADAR
87,11,KHAZNADAR-ALLER
87,12,L'ARTISANAT-ALLER
87,13,DENDEN-ALLER
87,14,OUED GUERIANA L71-ALLER
87,15,CITE EL ANTIT-ALLER
87,16,ZAHROUNI-ALLER
87,17,MOSQUÉE ZAHROUNI-ALLER
87,18,LYCEE ZAHROUNI
87,19,BEN DAHA-ALLER
87,20,SIDI HSIN SECTION-ALLER
87,21,SIDI HSIN-ALLER
87,22,USINE DE TOMATES-ALLER
87,23,CROISEMENT 20 MARS
87,24,LYCEE MIXTE SIDI HSIN
87,25,SALLE FERDAOUES-ALLER
87,26,25 JUILLET-ALLER
87,27,CROISEMENT BIRINE-ALLER
87,28,CITE OMAR MOKHTAR-ALLER
87,29,TERMINUS OMAR MOKHTAR
87 RETOUR,1,TERMINUS OMAR MOKHTAR
87 RETOUR,2,CITE OMAR MOKHTAR-RETOUR
87 RETOUR,3,CROISEMENT BIRINE-RETOUR
87 RETOUR,4,25 JUILLET-RETOUR
87 RETOUR,5,SALLE FERDAOUES-RETOUR
87 RETOUR,6,CHAKIRA
87 RETOUR,7,COFAT
87 RETOUR,8,USINE DE TOMATES-RETOUR
87 RETOUR,9,SIDI HSIN-RETOUR
87 RETOUR,10,SIDI HSIN SECTION-RETOUR
87 RETOUR,11,STEG ZAHROUNI
87 RETOUR,12,MOSQUE ZAHROUNI-RETOUR
87 RETOUR,13,ZAHROUNI-RETOUR
87 RETOUR,14,CITE EL ANTIT-RETOUR
87 RETOUR,15,OUED GUERIANA L71-RETOUR
87 RETOUR,16,DENDEN-RETOUR
87 RETOUR,17,L'ARTISANAT-RETOUR
87 RETOUR,18,KHAZNADAR-RETOUR
87 RETOUR,19,SAIDIA
87 RETOUR,20,LYCEE SAOUEB-RETOUR
87 RETOUR,21,BARDO-RETOUR
87 RETOUR,22,20 MARS RETOUR
87 RETOUR,23,BOUCHOUCHA-RETOUR
87 RETOUR,24,BAB SADOUN
87 RETOUR,25,BAB ABDESLEM-RETOUR
87 RETOUR,26,MOSQUÉE ELBORJ
87 RETOUR,27,AVENUE MADRID
87 RETOUR,28,JARDIN THAMEUR
88,1,JARDIN THAMEUR
88,2,MECHTEL
88,3,BAB ABDESLEM-ALLER
88,4,IMMEUBLE CHEFIA
88,5,BOUCHOUCHA-ALLER
88,6,20 MARS ALLER
88,7,BARDO-ALLER
88,8,MUNICIPALITE BARDO
88,9,LYCEE SAOUEB-ALLER
88,10,LYCEE KHAZNADAR
88,11,KHAZNADAR-ALLER
88,12,L'ARTISANAT-ALLER
88,13,DENDEN-ALLER
88,14,ABDELMOULA-ALLER
88,15,PÉPINIÉRE-ALLER
88,16,GARDE NATIONAL AGBA-ALLER
88,17,AGBA SUPERIEUR-ALLER
88,18,CANAL AGBA-ALLER
88,19,BEN MAHMOUD-ALLER
88,20,CITE ELWAHA-ALLER
88,21,CROISEMENT Z.INDUSTRIELLE-ALLER
88,22,TERMINUS ELWAHA
88 RETOUR,1,TERMINUS ELWAHA
88 RETOUR,2,CROISEMENT Z INDUSTRIELLE-RETOUR
88 RETOUR,3,CITE ELWAHA-RETOUR
88 RETOUR,4,BEN MAHMOUD-RETOUR
88 RETOUR,5,CANAL AGBA-RETOUR
88 RETOUR,6,AGBA SUPERIEUR-RETOUR
88 RETOUR,7,GARDE NATIONAL AGBA-RETOUR
88 RETOUR,8,PÉPINIÉRE-RETOUR
88 RETOUR,9,ABDELMOULA-RETOUR
88 RETOUR,10,OUED GUERIANA L71-RETOUR
88 RETOUR,11,DENDEN-RETOUR
88 RETOUR,12,L'ARTISANAT-RETOUR
88 RETOUR,13,KHAZNADAR-RETOUR
88 RETOUR,14,SAIDIA
88 RETOUR,15,LYCEE SAOUEB-RETOUR
88 RETOUR,16,BARDO-RETOUR
88 RETOUR,17,20 MARS RETOUR
88 RETOUR,18,BOUCHOUCHA-RETOUR
88 RETOUR,19,BAB SADOUN
88 RETOUR,20,BAB ABDESLEM-RETOUR
88 RETOUR,21,MOSQUÉE ELBORJ
88 RETOUR,22,AVENUE MADRID
88 RETOUR,23,JARDIN THAMEUR
88A,1,JARDIN THAMEUR
88A,2,MECHTEL
88A,3,BAB ABDESLEM-ALLER
88A,4,IMMEUBLE CHEFIA
88A,5,BOUCHOUCHA-ALLER
88A,6,20 MARS ALLER
88A,7,BARDO-ALLER
88A,8,MUNICIPALITE BARDO
88A,9,LYCEE SAOUEB-ALLER
88A,10,LYCEE KHAZNADAR
88A,11,KHAZNADAR-ALLER
88A,12,L'ARTISANAT-ALLER
88A,13,DENDEN-ALLER
88A,14,ABDELMOULA-ALLER
88A,15,PÉPINIÉRE-ALLER
88A,16,GARDE NATIONAL AGBA-ALLER
88A,17,AGBA SUPERIEUR-ALLER
88A,18,CANAL AGBA-ALLER
88A,19,BEN MAHMOUD-ALLER
88A,20,CITE ELWAHA-ALLER
88A,21,SONEDE AGBA-ALLER
88A,22,GHDIR ELGOLLAH-ALLER
88A,23,CITE JABRI-ALLER
88A,24,CROISEMENT BEN YEDDER-ALLER
88A,25,TERMINUS L88A
88A RETOUR,1,TERMINUS L88A
88A RETOUR,2,CROISEMENT BEN YEDDER-RETOUR
88A RETOUR,3,CITE JABRI-RETOUR
88A RETOUR,4,GHDIR ELGOLLAH-RETOUR
88A RETOUR,5,SONEDE AGBA-RETOUR
88A RETOUR,6,CITE ELWAHA-RETOUR
88A RETOUR,7,BEN MAHMOUD-RETOUR
88A RETOUR,8,CANAL AGBA-RETOUR
88A RETOUR,9,AGBA SUPERIEUR-RETOUR
88A RETOUR,10,GARDE NATIONAL AGBA-RETOUR
88A RETOUR,11,PÉPINIÉRE-RETOUR
88A RETOUR,12,ABDELMOULA-RETOUR
88A RETOUR,13,OUED GUERIANA L71-RETOUR
88A RETOUR,14,DENDEN-RETOUR
88A RETOUR,15,L'ARTISANAT-RETOUR
88A RETOUR,16,KHAZNADAR-RETOUR
88A RETOUR,17,SAIDIA
88A RETOUR,18,LYCEE SAOUEB-RETOUR
88A RETOUR,19,BARDO-RETOUR
88A RETOUR,20,20 MARS RETOUR
88A RETOUR,21,BOUCHOUCHA-RETOUR
88A RETOUR,22,BAB SADOUN
88A RETOUR,23,BAB ABDESLEM-RETOUR
88A RETOUR,24,MOSQUÉE ELBORJ
88A RETOUR,25,AVENUE MADRID
88A RETOUR,26,JARDIN THAMEUR
89,1,JARDIN THAMEUR
89,2,MECHTEL
89,3,BAB ABDESLEM-ALLER
89,4,CHARLE NICOLE-ALLER
89,5,DARGHOUTH BACHA ALLER
89,6,STADE MELLASSINE-ALLER
89,7,SOUK MELLASSINE-ALLER
89,8,CITE ESSALAMA
89,9,BEN DAHA-ALLER
89,10,AYARI-ALLER
89,11,MOSQUÉE CITE MRAD-ALLER
89,12,EZZITOUN-ALLER
89,13,LADWECH-ALLER
89,14,ECOLE CITE MRAD-ALLER
89,15,MONTAZAH
89 RETOUR,1,MONTAZAH
89 RETOUR,2,ECOLE CITE MRAD-RETOUR
89 RETOUR,3,LADWECH-RETOUR
89 RETOUR,4,EZZITOUN-RETOUR
89 RETOUR,5,MOSQUÉE CITE MRAD-RETOUR
89 RETOUR,6,AYARI-RETOUR
89 RETOUR,7,SIDI HSIN SECTION-RETOUR
89 RETOUR,8,BEN DAHA-RETOUR
89 RETOUR,9,DEPOT SNT SIJOUMI
89 RETOUR,10,SOUK MELLASSINE-RETOUR
89 RETOUR,11,STADE MELLASSINE-RETOUR
89 RETOUR,12,RABTA
89 RETOUR,13,CHARLE NICOLE-RETOUR
89 RETOUR,14,BAB ABDESLEM-RETOUR
89 RETOUR,15,MOSQUÉE ELBORJ
89 RETOUR,16,AVENUE MADRID
89 RETOUR,17,JARDIN THAMEUR
90,1,RABATTEMENT SLIMEN KAHIA
90,2,CAFE BOUTOFFAHA-ALLER
90,3,CAFE Z PLUS-ALLER
90,4,CITE BEN YOUNES-ALLER
90,5,GARDE NATIONAL BEN YOUNES
90,6,TERMINUS CITE BEN YOUNES
90 RETOUR,1,TERMINUS CITE BEN YOUNES
90 RETOUR,2,CITE BEN YOUNES-RETOUR
90 RETOUR,3,CAFE Z PLUS-RETOUR
90 RETOUR,4,CAFE BOUTOFFAHA-RETOUR
90 RETOUR,5,RABATTEMENT SLIMEN KAHIA
91,1,RABATTEMENT SLIMEN KAHIA
91,2,ONAS MANOUBA-ALLER
91,3,POSTE POLICE MANOUBA-ALLER
91,4,HEDI CHAKER MANNOUBA ALLER
91,5,MUNICIPALITE MANNOUBA-ALLER
91,6,CITE HASSEN BELKHOUJA1-ALLER
91,7,CITE HASSEN BELKHOUJA2-ALLER
91,8,MARCHÉ MANOUBA-ALLER
91,9,TERMINUS L91
91 RETOUR,1,TERMINUS L91
91 RETOUR,2,MARCHÉ MANOUBA-RETOUR
91 RETOUR,3,CITE HASSEN BELKHOUJA2-RETOUR
91 RETOUR,4,CITE HASSEN BELKHOUJA1-RETOUR
91 RETOUR,5,MUNICIPALITE MANNOUBA-RETOUR
91 RETOUR,6,HEDI CHAKER MANOUBA RETOUR
91 RETOUR,7,POSTE POLICE MANOUBA-RETOUR
91 RETOUR,8,ONAS MANOUBA-RETOUR
91 RETOUR,9,RABATTEMENT SLIMEN KAHIA
92,1,RABATTEMENT SLIMEN KAHIA
92,2,ONAS MANOUBA-ALLER
92,3,DAR MOCENNINE-ALLER
92,4,GOUVERNORAT MANOUBA-ALLER
92,5,HOPITAL ERRAZI-ALLER
92,6,CITE ORANGERS 1-ALLER
92,7,CITE ORANGERS 2-ALLER
92,8,CHEMIN DE FER-ALLER
92,9,TERMINUS L92
92 RETOUR,1,TERMINUS L92
92 RETOUR,2,CHEMIN DE FER-RETOUR
92 RETOUR,3,CITE ORANGERS 2-RETOUR
92 RETOUR,4,CITE ORANGERS 1-RETOUR
92 RETOUR,5,HOPITAL ERRAZI-RETOUR
92 RETOUR,6,GOUVERNORAT MANOUBA-RETOUR
92 RETOUR,7,DAR MOCENNINE-RETOUR
92 RETOUR,8,ONAS MANOUBA-RETOUR
92 RETOUR,9,RABATTEMENT SLIMEN KAHIA
36,1,LA FAYETTE ALLER
36,2,TERMINUS TUNIS MARINE BUS
36,3,JEANS JAURES
36,4,STEG JEANS JAURES ALLER
36,5,PASSAGE JEANS JAURES ALLER
36,6,PLACE JEANS DARK ALLER
36,7,PLACE PASTEUR ALLER
36,8,STADE ZOUITEN ALLER
36,9,MUTUELLE VILLE ALLER
36,10,TERMINUS MINISTÉRE DES AFFAIRES ETRANGERES ( L 36 B )
36 RETOUR,1,TERMINUS MINISTÉRE DES AFFAIRES ETRANGERES ( L 36 B )
36 RETOUR,2,MUTUELLE VILLE ALLER
36 RETOUR,3,STADE ZOUITEN ALLER
36 RETOUR,4,PLACE PASTEUR ALLER
36 RETOUR,5,SCHILING
36 RETOUR,6,KHEIREDDINE BACHA
36 RETOUR,7,MOHAMED V
36 RETOUR,8,PLACE DES DROITS DE L'HOMME RETOUR
36 RETOUR,9,MINISTÉRE DU TOURISME RETOUR
36 RETOUR,10,TERMINUS TUNIS MARINE BUS
9B,1,STATION BARCELONE
9B,2,HOPITAL MILITAIRE
9B,3,MONOPOLES
9B,4,LYCÉE OUARDIA
9B,5,LA CAGNA (SECTION)
9B,6,HAMMAM LA CAGNA
9B,7,CITÉ MED ALI
9B,8,HAMMAM J-JELLOUD
9B,9,DJEBEL JELLOUD GP1
9B,10,MOSQUÉE CITÉ EL FETH
9B,11,GARJOUMA
9B,12,PTT SIDI FATHALLAH
9B,13,CITÉ THAMEUR
9B RETOUR,1,CITÉ THAMEUR
9B RETOUR,2,PTT SIDI FATHALLAH
9B RETOUR,3,GARJOUMA
9B RETOUR,4,MOSQUÉE CITÉ EL FETH
9B RETOUR,5,DJEBEL JELLOUD 9B
9B RETOUR,6,HAMMAM J-JELLOUD
9B RETOUR,7,HAMMAM LACAGNA
9B RETOUR,8,LA CAGNA (SECTION)
9B RETOUR,9,LYCÉE OUARDIA
9B RETOUR,10,MONOPOLES
9B RETOUR,11,CIMETIERE JALLEZ
9B RETOUR,12,AVENUE DE LA GARE
9B RETOUR,13,STATION BARCELONE
10,1,AVENUE CARTHAGE
10,2,DUBOSVILLE
10,3,CENTRE DE COORDINATION OUARDIA
10,4,EL AFRANE
10,5,DJEBEL JELLOUD GP1
10,6,GARE DJEBEL JELLOUD
10,7,STOA
10,8,SOFOMECA
10,9,CNSS
10,10,AV DE FRANCE
10,11,SNTRI
10,12,JARDIN D'ENFANTS BEN AROUS
10,13,BEN YEDDER BEN AROUS
10,14,CENTRE BEN AROUS
10,15,MUNICIPALITÉ BEN AROUS
10,16,CENTRE DES HANDICAPÉS
10,17,CELLULOSE (SILOS)
10,18,INSTITUT ENNOUR
10,19,COLLÉGE MOUROUJ 3
